sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,retained_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms
uji2_10987_stroke_03,uji_pen_characters_v2,tst_UPV_W57,test,6,192,9,4.96437171007204e-06,2.017326492497317e-05,0.004491465788022121,0.008022011349273042,0.008322956785563216,1.5165427015776659e-05,0.008411044488517257,5.728604535693401e-06,0.0023934503411797373,26.643949997378513,1.665246874836157
uji2_09299_stroke_00,uji_pen_characters_v2,tst_UPV_W48,test,61,192,27,5.4220785214559605e-05,0.00012937331496116328,0.011374239093722415,0.029129844275735818,0.03336149284244911,0.00015350601469755844,0.033496968024394266,0.0017080926197527097,0.04132907717034957,26.643949997378513,1.665246874836157
uji2_03437_stroke_00,uji_pen_characters_v2,tst_UPV_W18,test,59,192,21,2.530454983366104e-05,3.843197889856353e-05,0.006199353103232911,0.012343178246561358,0.02622096388559848,5.42645002369373e-05,0.02326697232117308,0.0005950227615265994,0.02439308839664628,26.643949997378513,1.665246874836157
uji2_08655_stroke_00,uji_pen_characters_v2,tst_UPV_W45,test,72,192,16,0.00017675632971509746,0.0004418693676870901,0.0210206890393034,0.04459593362980174,0.06815272647910042,0.00010283034769155381,0.06329224441066825,0.010013317137806623,0.10006656353551181,20.986550021916628,1.3116593763697892
uji2_06218_stroke_00,uji_pen_characters_v2,tst_UPV_W33,test,40,192,8,3.15077734662259e-05,6.671086196120095e-05,0.008167671758904182,0.01563936586450953,0.030005020269169583,2.154791071481226e-05,0.022406463664409668,0.0017741418321721692,0.04212056305621007,20.986550021916628,1.3116593763697892
uji2_06240_stroke_00,uji_pen_characters_v2,tst_UPV_W33,test,17,192,3,3.731458783207179e-05,9.132863679697358e-05,0.009556601738953736,0.019123439451209284,0.03325218594981095,1.7359515170082857e-05,0.02634302053656483,0.0009483833434986362,0.03079583321650246,20.986550021916628,1.3116593763697892
uji2_02341_stroke_00,uji_pen_characters_v2,tst_UJI_W13,test,42,192,18,6.120679507450772e-05,0.00010913087417389959,0.01044657236484291,0.017746828841841648,0.04021310025839066,5.042308310365354e-05,0.03605016271481003,0.001296311348051055,0.0360043240188044,20.986550021916628,1.3116593763697892
uji2_02914_stroke_00,uji_pen_characters_v2,tst_UJI_W16,test,65,192,22,2.2558961078740286e-05,4.138359447459326e-05,0.006433008197926788,0.014379946219783323,0.02189672525277928,6.192319753043883e-05,0.014015979136689522,0.0003334375833882634,0.018260273365649907,20.986550021916628,1.3116593763697892
uji2_05056_stroke_00,uji_pen_characters_v2,tst_UPV_W27,test,81,192,26,2.9607188388146323e-05,5.3703453699795734e-05,0.007328264030436931,0.014843809195933462,0.032327347429908775,7.737098991472213e-05,0.029115764062526174,0.0011637030161593576,0.03411309156554646,20.986550021916628,1.3116593763697892
uji2_03374_stroke_02,uji_pen_characters_v2,tst_UPV_W18,test,14,192,5,3.202377279288451e-05,7.909747468299471e-05,0.008893676106256328,0.01575937341404575,0.023875304031245236,3.5367692943903404e-05,0.02307529745624861,0.0001814843341728212,0.013471612159382456,20.986550021916628,1.3116593763697892
